	index	Date	Day	IMDB	Place	Rating_x	Time	Title	Rating_y	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
4817	4301	2009-05-09	Sat		C2GA Cinema 2 General Admit	G	11:00	The Mikado		417259.0	en	2015-12-16	0.0	0.0	165.0	[]	Jonathan Miller	
4824	4302	2009-05-09	Sat		C1GA Cinema 1 General Admit	MA15+	14:00	Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
4874	4303	2009-05-09	Sat		C2GA Cinema 2 General Admit	R	16:00	Pure Shit + Cast & Crew Reunion										
4840	4304	2009-05-09	Sat		C1GA Cinema 1 General Admit	PG	17:00	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4871	4305	2009-05-09	Sat		C1GA Cinema 1 General Admit	15+	19:00	Of All theThings										
4841	4306	2009-05-09	Sat		C2GA Cinema 2 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4825	4307	2009-05-09	Sat		C1GA Cinema 1 General Admit	MA15+	21:30	Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
4842	4308	2009-05-09	Sat		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4833	4309	2009-05-10	Sun		C1GA Cinema 1 General Admit	PG	10:30	Help! I'm a Fish		12609.0	da	2000-10-06	0.0	0.0	80.0	['Adventure', 'Animation', 'Comedy']	Greg Manwaring	
4818	4310	2009-05-10	Sun		C2GA Cinema 2 General Admit	G	11:00	The Mikado		417259.0	en	2015-12-16	0.0	0.0	165.0	[]	Jonathan Miller	
4834	4311	2009-05-10	Sun		C1GA Cinema 1 General Admit	PG	13:00	Help! I'm a Fish		12609.0	da	2000-10-06	0.0	0.0	80.0	['Adventure', 'Animation', 'Comedy']	Greg Manwaring	
4843	4312	2009-05-10	Sun		C1GA Cinema 1 General Admit	PG	15:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4872	4313	2009-05-10	Sun		C1GA Cinema 1 General Admit	15+	17:30	Of All theThings										
4875	4314	2009-05-10	Sun		C2GA Cinema 2 General Admit	PG	17:45	When We Were Kings		10548.0	en	1996-10-25	0.0	2666118.0	89.0	['Documentary']	Leon Gast	
4844	4315	2009-05-10	Sun		C2GA Cinema 2 General Admit	PG	19:45	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4826	4316	2009-05-10	Sun		C1GA Cinema 1 General Admit	MA15+	20:30	Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
4819	4317	2009-05-11	Mon		C2GA Cinema 2 General Admit	G	13:30	The Mikado		417259.0	en	2015-12-16	0.0	0.0	165.0	[]	Jonathan Miller	
4845	4318	2009-05-11	Mon		C2GA Cinema 2 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4846	4319	2009-05-11	Mon		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4847	4320	2009-05-12	Tue		C2GA Cinema 2 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4848	4321	2009-05-12	Tue		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4877	4322	2009-05-14	Thu		C1GA Cinema 1 General Admit	15+	19:00	Youssou N'Dour:I Bring What I Love										
4849	4323	2009-05-14	Thu		C2GA Cinema 2 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4850	4324	2009-05-14	Thu		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4878	4325	2009-05-15	Fri		C1GA Cinema 1 General Admit	15+	19:00	Youssou N'Dour:I Bring What I Love										
4851	4326	2009-05-15	Fri		C2GA Cinema 2 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4852	4327	2009-05-15	Fri		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4881	4328	2009-05-15	Fri		C1GA Cinema 1 General Admit	PG	22:00	Cape Canaveral...+ Robot Monster										
4882	4329	2009-05-16	Sat		C2GA Cinema 2 General Admit	M	11:00	I've Loved You So Long		8276.0	fr	2008-03-19		0.0	115.0	['Drama']	Philippe Claudel	
4827	4330	2009-05-16	Sat		C1GA Cinema 1 General Admit	MA15+	14:00	Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
4888	4331	2009-05-16	Sat		C1GA Cinema 1 General Admit	unclassified 18+	16:00	Streetsweeper		437391.0	en	2010-03-14	0.0	0.0	72.0	[]	Neil Mansfield	
4853	4332	2009-05-16	Sat		C2GA Cinema 2 General Admit	PG	17:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4879	4333	2009-05-16	Sat		C1GA Cinema 1 General Admit	15+	19:00	Youssou N'Dour:I Bring What I Love										
4854	4334	2009-05-16	Sat		C2GA Cinema 2 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4828	4335	2009-05-16	Sat		C1GA Cinema 1 General Admit	MA15+	21:15	Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
4855	4336	2009-05-16	Sat		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4889	4337	2009-05-17	Sun		C1GA Cinema 1 General Admit	PG	10:30	Sita Sings the Blues		20529.0	en	2008-02-11	0.0		82.0	['Animation', 'Drama', 'Music', 'Romance']	Nina Paley	
4883	4338	2009-05-17	Sun		C2GA Cinema 2 General Admit	M	11:00	I've Loved You So Long		8276.0	fr	2008-03-19		0.0	115.0	['Drama']	Philippe Claudel	
4890	4339	2009-05-17	Sun		C1GA Cinema 1 General Admit	PG	13:00	Sita Sings the Blues		20529.0	en	2008-02-11	0.0		82.0	['Animation', 'Drama', 'Music', 'Romance']	Nina Paley	
4829	4340	2009-05-17	Sun		C1GA Cinema 1 General Admit	MA15+	15:00	Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
4856	4341	2009-05-17	Sun		C2GA Cinema 2 General Admit	PG	15:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4880	4342	2009-05-17	Sun		C1GA Cinema 1 General Admit	15+	17:30	Youssou N'Dour:I Bring What I Love										
4876	4343	2009-05-17	Sun		C2GA Cinema 2 General Admit	PG	17:45	When We Were Kings		10548.0	en	1996-10-25	0.0	2666118.0	89.0	['Documentary']	Leon Gast	
4857	4344	2009-05-17	Sun		C2GA Cinema 2 General Admit	PG	19:45	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4830	4345	2009-05-17	Sun		C1GA Cinema 1 General Admit	MA15+	20:00	Acolytes		18557.0	en	2008-09-20	0.0		91.0	['Crime', 'Mystery', 'Thriller', 'Horror']	Jon Hewitt	
4884	4346	2009-05-18	Mon		C2GA Cinema 2 General Admit	M	13:30	I've Loved You So Long		8276.0	fr	2008-03-19		0.0	115.0	['Drama']	Philippe Claudel	
4858	4347	2009-05-18	Mon		C2GA Cinema 2 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4859	4348	2009-05-18	Mon		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4860	4349	2009-05-19	Tue		C1GA Cinema 1 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4861	4350	2009-05-19	Tue		C1GA Cinema 1 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4893	4351	2009-05-21	Thu		C1GA Cinema 1 General Admit	15+	19:00	It's Raining Pleasure										
4894	4352	2009-05-21	Thu		C2GA Cinema 2 General Admit	15+	19:00	It's Raining Pleasure										
4862	4353	2009-05-21	Thu		C1GA Cinema 1 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4863	4354	2009-05-21	Thu		C1GA Cinema 1 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4895	4355	2009-05-22	Fri		C1GA Cinema 1 General Admit	15+	19:00	It's Raining Pleasure										
4896	4356	2009-05-22	Fri		C2GA Cinema 2 General Admit	15+	19:00	It's Raining Pleasure										
4864	4357	2009-05-22	Fri		C2GA Cinema 2 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4901	4358	2009-05-22	Fri		C1GA Cinema 1 General Admit	R18+	22:00	Flesh Gordon		3687.0	en	1974-07-30	700000.0	0.0	90.0	['Comedy', 'Science Fiction']	Howard Ziehm	
4885	4359	2009-05-23	Sat		C2GA Cinema 2 General Admit	M	11:00	I've Loved You So Long		8276.0	fr	2008-03-19		0.0	115.0	['Drama']	Philippe Claudel	
4902	4360	2009-05-23	Sat		C1GA Cinema 1 General Admit	M	16:00	Heyy Babyy		4157.0	en	2007-08-24	0.0	12000000.0	160.0	['Drama', 'Comedy', 'Romance', 'Foreign']	Sajid Khan	
4897	4361	2009-05-23	Sat		C1GA Cinema 1 General Admit	15+	19:00	It's Raining Pleasure										
4898	4362	2009-05-23	Sat		C2GA Cinema 2 General Admit	15+	19:00	It's Raining Pleasure										
4865	4363	2009-05-23	Sat		C1GA Cinema 1 General Admit	PG	19:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4866	4364	2009-05-23	Sat		C1GA Cinema 1 General Admit	PG	21:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4891	4365	2009-05-24	Sun		C1GA Cinema 1 General Admit	PG	10:30	Sita Sings the Blues		20529.0	en	2008-02-11	0.0		82.0	['Animation', 'Drama', 'Music', 'Romance']	Nina Paley	
4886	4366	2009-05-24	Sun		C2GA Cinema 2 General Admit	M	11:00	I've Loved You So Long		8276.0	fr	2008-03-19		0.0	115.0	['Drama']	Philippe Claudel	
4892	4367	2009-05-24	Sun		C1GA Cinema 1 General Admit	PG	13:00	Sita Sings the Blues		20529.0	en	2008-02-11	0.0		82.0	['Animation', 'Drama', 'Music', 'Romance']	Nina Paley	
4867	4368	2009-05-24	Sun		C1GA Cinema 1 General Admit	PG	15:30	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4899	4369	2009-05-24	Sun		C2GA Cinema 2 General Admit	15+	17:30	It's Raining Pleasure										
4900	4370	2009-05-24	Sun		C1GA Cinema 1 General Admit	15+	17:30	It's Raining Pleasure										
4868	4371	2009-05-24	Sun		C1GA Cinema 1 General Admit	PG	17:45	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4869	4372	2009-05-24	Sun		C1GA Cinema 1 General Admit	PG	19:45	Soul Power		26888.0		2008-09-04		0.0	93.0	['Documentary', 'Music']	Jeffrey Kusama-Hinte	
4887	4373	2009-05-25	Mon		C2GA Cinema 2 General Admit	M	13:30	I've Loved You So Long		8276.0	fr	2008-03-19		0.0	115.0	['Drama']	Philippe Claudel	
3777	4374	2009-05-29	Fri		C1GA Cinema 1 General Admit	M	22:00	The American Astronaut		21538.0	en	2001-01-20	0.0	0.0	91.0	['Action', 'Comedy', 'Science Fiction', 'Music']	Cory McAbee	
4903	4375	2009-05-30	Sat		C2GA Cinema 2 General Admit	M	11:00	The Duchess		12783.0	en	2008-09-05			110.0	['Drama', 'History', 'Romance']	Saul Dibb	
4909	4376	2009-05-30	Sat		C1GA Cinema 1 General Admit	15+	16:00	A Girl in Australia		61799.0	it	1971-01-01	0.0		107.0	['Comedy']	Luigi Zampa	
4919	4377	2009-05-31	Sun		C1GA Cinema 1 General Admit	PG	10:30	Stars on Earth		7508.0	hi	2007-12-21	2600000.0	28430000.0	165.0	['Drama']	Aamir Khan	
4904	4378	2009-05-31	Sun		C2GA Cinema 2 General Admit	M	11:00	The Duchess		12783.0	en	2008-09-05			110.0	['Drama', 'History', 'Romance']	Saul Dibb	
4920	4379	2009-05-31	Sun		C1GA Cinema 1 General Admit	PG	14:30	Stars on Earth		7508.0	hi	2007-12-21	2600000.0	28430000.0	165.0	['Drama']	Aamir Khan	
4905	4380	2009-06-01	Mon		C2GA Cinema 2 General Admit	M	13:30	The Duchess		12783.0	en	2008-09-05			110.0	['Drama', 'History', 'Romance']	Saul Dibb	
4921	4381	2009-06-04	Thu		C1GA Cinema 1 General Admit	15+	19:00	We Are Wizards		127381.0	en	2008-03-07	0.0	0.0	79.0	['Documentary']	Josh Koury	
4922	4382	2009-06-05	Fri		C1GA Cinema 1 General Admit	15+	19:00	We Are Wizards		127381.0	en	2008-03-07	0.0	0.0	79.0	['Documentary']	Josh Koury	
4925	4383	2009-06-05	Fri		C2GA Cinema 2 General Admit	M	19:15	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4926	4384	2009-06-05	Fri		C2GA Cinema 2 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4957	4385	2009-06-05	Fri		C1GA Cinema 1 General Admit	MA15+	22:00	An American Werewolf in London		814.0	en	1981-08-21	10000000.0	31973249.0	97.0	['Horror', 'Comedy']	John Landis	
4906	4386	2009-06-06	Sat		C2GA Cinema 2 General Admit	M	11:00	The Duchess		12783.0	en	2008-09-05			110.0	['Drama', 'History', 'Romance']	Saul Dibb	
4959	4387	2009-06-06	Sat		C1GA Cinema 1 General Admit	18+	16:00	WOW Festival: Australian Shorts										
4923	4388	2009-06-06	Sat		C1GA Cinema 1 General Admit	15+	19:00	We Are Wizards		127381.0	en	2008-03-07	0.0	0.0	79.0	['Documentary']	Josh Koury	
4927	4389	2009-06-06	Sat		C2GA Cinema 2 General Admit	M	19:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4928	4390	2009-06-06	Sat		C2GA Cinema 2 General Admit	M	21:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4907	4391	2009-06-07	Sun		C2GA Cinema 2 General Admit	M	11:00	The Duchess		12783.0	en	2008-09-05			110.0	['Drama', 'History', 'Romance']	Saul Dibb	
4924	4392	2009-06-07	Sun		C1GA Cinema 1 General Admit	15+	17:30	We Are Wizards		127381.0	en	2008-03-07	0.0	0.0	79.0	['Documentary']	Josh Koury	
4929	4393	2009-06-07	Sun		C2GA Cinema 2 General Admit	M	18:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4930	4394	2009-06-07	Sun		C2GA Cinema 2 General Admit	M	20:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4908	4395	2009-06-08	Mon		C2GA Cinema 2 General Admit	M	13:30	The Duchess		12783.0	en	2008-09-05			110.0	['Drama', 'History', 'Romance']	Saul Dibb	
4931	4396	2009-06-08	Mon		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4932	4397	2009-06-08	Mon		C1GA Cinema 1 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4933	4398	2009-06-09	Tue		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4934	4399	2009-06-09	Tue		C1GA Cinema 1 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4935	4400	2009-06-11	Thu		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4960	4401	2009-06-11	Thu		C2GA Cinema 2 General Admit	PG	19:00	Overlord		55343.0			0.0	0.0	83.0	['War', 'Drama', 'History']	Stuart Cooper	
4936	4402	2009-06-11	Thu		C1GA Cinema 1 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4961	4403	2009-06-12	Fri		C1GA Cinema 1 General Admit	PG	19:00	Overlord		55343.0			0.0	0.0	83.0	['War', 'Drama', 'History']	Stuart Cooper	
4937	4404	2009-06-12	Fri		C2GA Cinema 2 General Admit	M	19:15	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4938	4405	2009-06-12	Fri		C2GA Cinema 2 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4958	4406	2009-06-12	Fri		C1GA Cinema 1 General Admit	MA15+	22:00	An American Werewolf in London		814.0	en	1981-08-21	10000000.0	31973249.0	97.0	['Horror', 'Comedy']	John Landis	
4964	4407	2009-06-13	Sat		C2GA Cinema 2 General Admit	M	11:00	Frost/Nixon		11499.0	en	2008-10-15	0.0	0.0	122.0	['Drama', 'History']	Ron Howard	
4970	4408	2009-06-13	Sat		C1GA Cinema 1 General Admit		13:30	A tribute to Charles 'Bud' Tingwell										
4939	4409	2009-06-13	Sat		C2GA Cinema 2 General Admit	M	15:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4971	4410	2009-06-13	Sat		C1GA Cinema 1 General Admit	15+	16:00	A Nun's New Habit + panel discus.										
4940	4411	2009-06-13	Sat		C2GA Cinema 2 General Admit	M	17:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4962	4412	2009-06-13	Sat		C1GA Cinema 1 General Admit	PG	19:00	Overlord		55343.0			0.0	0.0	83.0	['War', 'Drama', 'History']	Stuart Cooper	
4941	4413	2009-06-13	Sat		C2GA Cinema 2 General Admit	M	19:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4942	4414	2009-06-13	Sat		C2GA Cinema 2 General Admit	M	21:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4972	4415	2009-06-14	Sun		C1GA Cinema 1 General Admit	G	10:30	Tom Thumb		56931.0	en		0.0	0.0	98.0	['Adventure', 'Fantasy', 'Action', 'Family']	George Pal	
4965	4416	2009-06-14	Sun		C2GA Cinema 2 General Admit	M	11:00	Frost/Nixon		11499.0	en	2008-10-15	0.0	0.0	122.0	['Drama', 'History']	Ron Howard	
4973	4417	2009-06-14	Sun		C1GA Cinema 1 General Admit	G	13:00	Tom Thumb		56931.0	en		0.0	0.0	98.0	['Adventure', 'Fantasy', 'Action', 'Family']	George Pal	
4943	4418	2009-06-14	Sun		C2GA Cinema 2 General Admit	M	15:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4944	4419	2009-06-14	Sun		C1GA Cinema 1 General Admit	M	17:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4963	4420	2009-06-14	Sun		C2GA Cinema 2 General Admit	PG	17:30	Overlord		55343.0			0.0	0.0	83.0	['War', 'Drama', 'History']	Stuart Cooper	
4945	4421	2009-06-14	Sun		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4966	4422	2009-06-15	Mon		C2GA Cinema 2 General Admit	M	13:30	Frost/Nixon		11499.0	en	2008-10-15	0.0	0.0	122.0	['Drama', 'History']	Ron Howard	
4946	4423	2009-06-15	Mon		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4947	4424	2009-06-15	Mon		C1GA Cinema 1 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4948	4425	2009-06-16	Tue		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4949	4426	2009-06-16	Tue		C1GA Cinema 1 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4950	4427	2009-06-18	Thu		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4951	4428	2009-06-18	Thu		C1GA Cinema 1 General Admit	M	21:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4952	4429	2009-06-19	Fri		C1GA Cinema 1 General Admit	M	19:00	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4974	4430	2009-06-19	Fri		C1GA Cinema 1 General Admit	MA15+	22:00	Southland Tales		4723.0	en	2006-05-15	17000000.0	374743.0	144.0	['Comedy', 'Science Fiction', 'Thriller']	Richard Kelly	
4967	4431	2009-06-20	Sat		C2GA Cinema 2 General Admit	M	11:00	Frost/Nixon		11499.0	en	2008-10-15	0.0	0.0	122.0	['Drama', 'History']	Ron Howard	
4975	4432	2009-06-20	Sat		C2GA Cinema 2 General Admit	18+	16:00	Reservations		392354.0	en	2013-11-09	0.0	0.0	9.0	[]	Charlie Redd	
4953	4433	2009-06-20	Sat		C1GA Cinema 1 General Admit	M	19:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4954	4434	2009-06-20	Sat		C1GA Cinema 1 General Admit	M	21:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4976	4435	2009-06-21	Sun		C1GA Cinema 1 General Admit	G	10:30	Wall-E		10681.0	en	2008-06-22	180000000.0	521311860.0	98.0	['Animation', 'Family']	Andrew Stanton	
4968	4436	2009-06-21	Sun		C2GA Cinema 2 General Admit	M	11:00	Frost/Nixon		11499.0	en	2008-10-15	0.0	0.0	122.0	['Drama', 'History']	Ron Howard	
4977	4437	2009-06-21	Sun		C1GA Cinema 1 General Admit	G	13:00	Wall-E		10681.0	en	2008-06-22	180000000.0	521311860.0	98.0	['Animation', 'Family']	Andrew Stanton	
4955	4438	2009-06-21	Sun		C1GA Cinema 1 General Admit	M	18:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4956	4439	2009-06-21	Sun		C1GA Cinema 1 General Admit	M	20:30	Fanboys		13532.0	en	2009-02-06	0.0	948753.0	90.0	['Adventure', 'Comedy']	Kyle Newman	
4969	4440	2009-06-22	Mon		C2GA Cinema 2 General Admit	M	13:30	Frost/Nixon		11499.0	en	2008-10-15	0.0	0.0	122.0	['Drama', 'History']	Ron Howard	
4982	4441	2009-06-26	Fri		C1GA Cinema 1 General Admit	M	22:00	Tank Girl		9067.0	en	1995-03-31	25000000.0	4064495.0	98.0	['Action', 'Comedy', 'Fantasy', 'Science Fiction']	Rachel Talalay	
4983	4442	2009-06-27	Sat		C2GA Cinema 2 General Admit	M	11:00	The Grocer's Son		8049.0	fr	2007-06-15	0.0	0.0	96.0	['Drama', 'Comedy']	Eric Guirado	
4978	4443	2009-06-28	Sun		C2GA Cinema 2 General Admit	G	10:30	Wall-E		10681.0	en	2008-06-22	180000000.0	521311860.0	98.0	['Animation', 'Family']	Andrew Stanton	
4984	4444	2009-06-28	Sun		C1GA Cinema 1 General Admit	M	11:00	The Grocer's Son		8049.0	fr	2007-06-15	0.0	0.0	96.0	['Drama', 'Comedy']	Eric Guirado	
4979	4445	2009-06-28	Sun		C2GA Cinema 2 General Admit	G	13:00	Wall-E		10681.0	en	2008-06-22	180000000.0	521311860.0	98.0	['Animation', 'Family']	Andrew Stanton	
4989	4446	2009-06-29	Mon		C1GA Cinema 1 General Admit	G	11:00	Free Animated Wizard Kids' Flicks										
5001	4447	2009-06-29	Mon		C1GA Cinema 1 General Admit	PG	13:00	Harry Potter and The Philosopher...		671.0	en	2001-11-16	125000000.0	976475550.0	152.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
4985	4448	2009-06-29	Mon		C2GA Cinema 2 General Admit	M	13:30	The Grocer's Son		8049.0	fr	2007-06-15	0.0	0.0	96.0	['Drama', 'Comedy']	Eric Guirado	
5002	4449	2009-06-30	Tue		C2GA Cinema 2 General Admit	PG	9:30	Harry Potter and The Philosopher...		671.0	en	2001-11-16	125000000.0	976475550.0	152.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
4990	4450	2009-06-30	Tue		C1GA Cinema 1 General Admit	G	11:00	Free Animated Wizard Kids' Flicks										
5005	4451	2009-06-30	Tue		C2GA Cinema 2 General Admit	PG	12:30	Harry Potter and the Chamber of...		672.0	en	2002-11-13	100000000.0	876688482.0	161.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
5006	4452	2009-06-30	Tue		C1GA Cinema 1 General Admit	PG	13:00	Harry Potter and the Chamber of...		672.0	en	2002-11-13	100000000.0	876688482.0	161.0	['Adventure', 'Fantasy', 'Family']	Chris Columbus	
5009	4453	2009-06-30	Tue		C2GA Cinema 2 General Admit	PG	15:30	Harry Potter and the Prisoner of...		673.0	en	2004-05-31	130000000.0	789804554.0	141.0	['Adventure', 'Fantasy', 'Family']	Alfonso Cuarón	
3383	4454	2009-06-30	Tue		C2GA Cinema 2 General Admit	M	18:30	Harry Potter and the Goblet of Fire		674.0	en	2005-11-05	150000000.0	895921036.0	157.0	['Adventure', 'Fantasy', 'Family']	Mike Newell	
