	index	Date	Day	IMDB	Place	Rating_x	Time	Title	Rating_y	tmdb_id	original_language	release_date	budget	revenue	runtime	genre	director	cast
1462	1311	2004-09-22	Wed			G	11:00	The Old Mill		72640.0	en	1937-11-05	50663.0	0.0	9.0	['Animation']	Graham Heid	
1472	1312	2004-09-22	Wed	http://www.imdb.com/title/tt0034298/			19:00	The Brothers and Sisters of Toda Family		94659.0	ja	1941-03-01	0.0		105.0	['Drama']	Yasujirō Ozu	
1473	1313	2004-09-22	Wed	http://www.imdb.com/title/tt0053579/combined			19:00	Late Autumn		471271.0	ko	1982-02-28	0.0	0.0	95.0	['Drama']	Kim Soo-yong	
1417	1314	2004-09-23	Thu			G	13:30	Chicken Run		7443.0	en	2000-06-21	45000000.0	224834564.0	84.0	['Animation', 'Comedy', 'Family']	Peter Lord	
1431	1315	2004-09-23	Thu			G	11:00	John Brown, Rose and the Midnight Cat										
1439	1316	2004-09-23	Thu			G	11:00	Miss Nelson is Missing		461056.0	en	1979-01-01	0.0	0.0	14.0	['Animation']	Frank Gladstone	
1447	1317	2004-09-23	Thu			G	11:00	The Legend of Sleepy Hollow		43650.0	en	1949-10-05	0.0	0.0	34.0	['Family', 'Animation']	Clyde Geronimi	
1455	1318	2004-09-23	Thu			G	11:00	El Gaucho Goofy		165024.0	en	1942-08-24	0.0	0.0	8.0	[]	Jack Kinney	
1463	1319	2004-09-23	Thu			G	11:00	The Old Mill		72640.0	en	1937-11-05	50663.0	0.0	9.0	['Animation']	Graham Heid	
1478	1320	2004-09-23	Thu			MA	20:30	L.A. Confidential		2118.0	en	1997-09-19	35000000.0	126216940.0	138.0	['Crime', 'Drama', 'Mystery', 'Thriller']	Curtis Hanson	
1479	1321	2004-09-23	Thu			Unclassified 18+	18:30	James Ellroy: Demon Dog of American Crime Fiction		166215.0	en	1994-06-13	0.0	0.0	0.0	[]	Reinhard Jud	
1418	1322	2004-09-24	Fri			G	13:30	Chicken Run		7443.0	en	2000-06-21	45000000.0	224834564.0	84.0	['Animation', 'Comedy', 'Family']	Peter Lord	
1432	1323	2004-09-24	Fri			G	11:00	John Brown, Rose and the Midnight Cat										
1440	1324	2004-09-24	Fri			G	11:00	Miss Nelson is Missing		461056.0	en	1979-01-01	0.0	0.0	14.0	['Animation']	Frank Gladstone	
1448	1325	2004-09-24	Fri			G	11:00	The Legend of Sleepy Hollow		43650.0	en	1949-10-05	0.0	0.0	34.0	['Family', 'Animation']	Clyde Geronimi	
1456	1326	2004-09-24	Fri			G	11:00	El Gaucho Goofy		165024.0	en	1942-08-24	0.0	0.0	8.0	[]	Jack Kinney	
1464	1327	2004-09-24	Fri			G	11:00	The Old Mill		72640.0	en	1937-11-05	50663.0	0.0	9.0	['Animation']	Graham Heid	
404	1328	2004-09-24	Fri			M	21:15	Kiss Me Deadly		18030.0	en	1955-05-18	0.0	0.0	106.0	['Drama', 'Mystery', 'Thriller']	Robert Aldrich	
1480	1329	2004-09-24	Fri			PG	19:00	Double Indemnity		996.0	en	1944-04-24	927262.0	2500000.0		['Drama', 'Mystery', 'Thriller']	Billy Wilder	
1393	1330	2004-09-25	Sat			M	11:00	Nicholas Nickleby		29339.0	en	2002-12-27		0.0	132.0	['Adventure', 'Drama', 'Action', 'Family']	Douglas McGrath	
1481	1331	2004-09-25	Sat			Unclassified 18+	21:00	Water and Power		117565.0	en	1989-10-01	0.0	0.0	57.0	['Documentary']	Pat O'Neill	
1482	1332	2004-09-25	Sat			M	19:00	Chinatown		829.0	en	1974-06-20	6000000.0	30000000.0	130.0	['Crime', 'Drama', 'Mystery', 'Thriller']	Roman Polanski	
1483	1333	2004-09-25	Sat			M15+	15:00	Safe		72387.0	en	2012-04-16	30000000.0	40346186.0	94.0	['Action', 'Crime', 'Thriller']	Boaz Yakin	
1485	1334	2004-09-26	Sun			M15+	17:00	Killer of Sheep		27432.0	en	1978-11-14	100000.0	362222.0	83.0	['Drama']	Charles Burnett	
1490	1335	2004-09-26	Sun			Unclassified 18+	15:00	The Exiles		84249.0	en		0.0	0.0	72.0	['Drama']	Kent MacKenzie	
1394	1336	2004-09-27	Mon			M	13:30	Nicholas Nickleby		29339.0	en	2002-12-27		0.0	132.0	['Adventure', 'Drama', 'Action', 'Family']	Douglas McGrath	
1494	1337	2004-09-27	Mon			Unclassified 18+	18:00	Red Hollywood		164144.0	en	1995-09-01	0.0	0.0	90.0	[]	Noël Burch	
1407	1338	2004-09-27	Mon			Unclassified 18+	21:00	Model Shop		85942.0	en	1969-02-11	0.0	0.0	95.0	['Drama', 'Romance']	Jacques Demy	
1419	1339	2004-09-28	Tue			G	13:30	Chicken Run		7443.0	en	2000-06-21	45000000.0	224834564.0	84.0	['Animation', 'Comedy', 'Family']	Peter Lord	
1433	1340	2004-09-28	Tue			G	11:00	John Brown, Rose and the Midnight Cat										
1441	1341	2004-09-28	Tue			G	11:00	Miss Nelson is Missing		461056.0	en	1979-01-01	0.0	0.0	14.0	['Animation']	Frank Gladstone	
1449	1342	2004-09-28	Tue			G	11:00	The Legend of Sleepy Hollow		43650.0	en	1949-10-05	0.0	0.0	34.0	['Family', 'Animation']	Clyde Geronimi	
1457	1343	2004-09-28	Tue			G	11:00	El Gaucho Goofy		165024.0	en	1942-08-24	0.0	0.0	8.0	[]	Jack Kinney	
1465	1344	2004-09-28	Tue			G	11:00	The Old Mill		72640.0	en	1937-11-05	50663.0	0.0	9.0	['Animation']	Graham Heid	
1420	1345	2004-09-29	Wed			G	13:30	Chicken Run		7443.0	en	2000-06-21	45000000.0	224834564.0	84.0	['Animation', 'Comedy', 'Family']	Peter Lord	
1434	1346	2004-09-29	Wed			G	11:00	John Brown, Rose and the Midnight Cat										
1442	1347	2004-09-29	Wed			G	11:00	Miss Nelson is Missing		461056.0	en	1979-01-01	0.0	0.0	14.0	['Animation']	Frank Gladstone	
1450	1348	2004-09-29	Wed			G	11:00	The Legend of Sleepy Hollow		43650.0	en	1949-10-05	0.0	0.0	34.0	['Family', 'Animation']	Clyde Geronimi	
1458	1349	2004-09-29	Wed			G	11:00	El Gaucho Goofy		165024.0	en	1942-08-24	0.0	0.0	8.0	[]	Jack Kinney	
1466	1350	2004-09-29	Wed			G	11:00	The Old Mill		72640.0	en	1937-11-05	50663.0	0.0	9.0	['Animation']	Graham Heid	
1495	1351	2004-09-29	Wed	http://www.imdb.com/title/tt0024120/			19:00	Dragnet Girl		117472.0	ja	1933-04-27	0.0	0.0	89.0	['Romance', 'Drama', 'Crime']	Yasujirō Ozu	
1496	1352	2004-09-29	Wed	http://www.imdb.com/title/tt0027752/			19:00	The Only Son		179411.0	en	2013-04-10	0.0	0.0	78.0	[]	Simonka de Jong	
1497	1353	2004-09-29	Wed	http://www.imdb.com/title/tt0039651/			19:00	Record of a Tenement Gentleman		74126.0	ja	1947-05-20	0.0	0.0	72.0	['Comedy', 'Drama']	Yasujirō Ozu	
1421	1354	2004-09-30	Thu			G	13:30	Chicken Run		7443.0	en	2000-06-21	45000000.0	224834564.0	84.0	['Animation', 'Comedy', 'Family']	Peter Lord	
1435	1355	2004-09-30	Thu			G	11:00	John Brown, Rose and the Midnight Cat										
1443	1356	2004-09-30	Thu			G	11:00	Miss Nelson is Missing		461056.0	en	1979-01-01	0.0	0.0	14.0	['Animation']	Frank Gladstone	
1451	1357	2004-09-30	Thu			G	11:00	The Legend of Sleepy Hollow		43650.0	en	1949-10-05	0.0	0.0	34.0	['Family', 'Animation']	Clyde Geronimi	
1459	1358	2004-09-30	Thu			G	11:00	El Gaucho Goofy		165024.0	en	1942-08-24	0.0	0.0	8.0	[]	Jack Kinney	
1467	1359	2004-09-30	Thu			G	11:00	The Old Mill		72640.0	en	1937-11-05	50663.0	0.0	9.0	['Animation']	Graham Heid	
1498	1360	2004-09-30	Thu			Unclassified 18+	21:00	Asi es La Vida (Such is Life)										
1499	1361	2004-09-30	Thu			Unclassified 18+	19:00	La Perdicion de Los Hombres (The Ruination of Men)										
1422	1362	2004-10-01	Fri			G	13:30	Chicken Run		7443.0	en	2000-06-21	45000000.0	224834564.0	84.0	['Animation', 'Comedy', 'Family']	Peter Lord	
1436	1363	2004-10-01	Fri			G	11:00	John Brown, Rose and the Midnight Cat										
1444	1364	2004-10-01	Fri			G	11:00	Miss Nelson is Missing		461056.0	en	1979-01-01	0.0	0.0	14.0	['Animation']	Frank Gladstone	
1452	1365	2004-10-01	Fri			G	11:00	The Legend of Sleepy Hollow		43650.0	en	1949-10-05	0.0	0.0	34.0	['Family', 'Animation']	Clyde Geronimi	
1460	1366	2004-10-01	Fri			G	11:00	El Gaucho Goofy		165024.0	en	1942-08-24	0.0	0.0	8.0	[]	Jack Kinney	
1468	1367	2004-10-01	Fri			G	11:00	The Old Mill		72640.0	en	1937-11-05	50663.0	0.0	9.0	['Animation']	Graham Heid	
1500	1368	2004-10-02	Sat	http://www.imdb.com/title/tt0257215/		M	11:00	A Song for Martin		38960.0	sv	2001-03-16	0.0	0.0	118.0	['Drama', 'Romance', 'Foreign']	Bille August	
1504	1369	2004-10-02	Sat	http://www.imdb.com/title/tt0368276/		Unclassified 18+	19:00	Hero Zheng Chenggong										
1505	1370	2004-10-02	Sat	http://www.imdb.com/title/tt0833461/		Unclassified 18+	16:00	National Anthem		319131.0	ja	1931-04-30	0.0	0.0	3.0	['Animation']		
1506	1371	2004-10-02	Sat	http://www.imdb.com/title/tt0092192/		Unclassified 18+	13:00	Evening Bell										
1507	1372	2004-10-03	Sun	http://www.imdb.com/title/tt0194957/combined		Unclassified 18+	16:00	Sparkling Fox		258479.0	zh	1994-02-01	0.0	0.0	98.0	[]	Wu Ziniu	
1508	1373	2004-10-03	Sun	http://www.imdb.com/title/tt0113930/		Unclassified 18+	13:00	Nanking 1937		17181.0	en	2007-02-10	0.0	0.0	88.0	['Documentary', 'Drama', 'History']	Dan Sturman	
1501	1374	2004-10-04	Mon	http://www.imdb.com/title/tt0257215/		M	13:30	A Song for Martin		38960.0	sv	2001-03-16	0.0	0.0	118.0	['Drama', 'Romance', 'Foreign']	Bille August	
1509	1375	2004-10-06	Wed	http://www.imdb.com/title/tt0168541/			21:00	Brakhage		216734.0	en	1998-09-17	0.0	0.0	75.0	['Documentary']	Jim Shedden	
1510	1376	2004-10-06	Wed	http://www.imdb.com/title/tt0180752/			19:00	I... Dreaming 										
1511	1377	2004-10-06	Wed	http://www.imdb.com/title/tt0082437/			19:00	Garden of Earthly Delights 		117343.0	pl	2004-01-01	0.0	0.0	103.0	['Drama', 'Romance', 'Foreign']	Lech Majewski	
1512	1378	2004-10-06	Wed	http://www.imdb.com/title/tt5179800/			19:00	Das Goldene Tor		327380.0	en	1992-01-01	0.0	0.0	54.0	[]	Jürgen Reble	
1513	1379	2004-10-08	Fri	http://www.imdb.com/title/tt0425650/		M15+	14:30	The Widower		301356.0	en	1999-01-01	0.0	0.0	0.0	[]	Marcus Rogers	
1502	1380	2004-10-09	Sat	http://www.imdb.com/title/tt0257215/		M	11:00	A Song for Martin		38960.0	sv	2001-03-16	0.0	0.0	118.0	['Drama', 'Romance', 'Foreign']	Bille August	
1514	1381	2004-10-09	Sat	http://www.imdb.com/title/tt0425650/		M15+	14:30	The Widower		301356.0	en	1999-01-01	0.0	0.0	0.0	[]	Marcus Rogers	
1515	1382	2004-10-10	Sun	http://www.imdb.com/title/tt0425650/		M15+	14:30	The Widower		301356.0	en	1999-01-01	0.0	0.0	0.0	[]	Marcus Rogers	
1503	1383	2004-10-11	Mon	http://www.imdb.com/title/tt0257215/		M	13:30	A Song for Martin		38960.0	sv	2001-03-16	0.0	0.0	118.0	['Drama', 'Romance', 'Foreign']	Bille August	
1516	1384	2004-10-11	Mon	http://www.imdb.com/title/tt0425650/		M15+	14:30	The Widower		301356.0	en	1999-01-01	0.0	0.0	0.0	[]	Marcus Rogers	
1517	1385	2004-10-13	Wed	http://www.imdb.com/title/tt0040848/			21:00	Summer Holiday		43532.0	en	1963-02-18	0.0	0.0	103.0	['Music', 'Romance']	Peter Yates	
1518	1386	2004-10-13	Wed	http://www.imdb.com/title/tt0023158/			21:00	Love Me Tonight		31532.0	en	1932-08-13	0.0	0.0	104.0	['Comedy', 'Music', 'Romance']	Rouben Mamoulian	
1519	1387	2004-10-13	Wed	http://www.imdb.com/title/tt0157304/			19:00	Alone. Life Wastes Andy Hardy		93468.0	en	1998-01-01	0.0	0.0	15.0	['Drama', 'Music']	Martin Arnold	
1520	1388	2004-10-13	Wed	http://www.imdb.com/title/tt0060511/			19:00	Hold Me While I'm Naked		86811.0	en	1966-01-01			17.0	['Drama']	George Kuchar	
1521	1389	2004-10-13	Wed	http://www.imdb.com/title/tt0131461/			19:00	The Life & Death of 9413: A Hollywood Extra		8967.0	en	2011-05-18	32000000.0	54674226.0	139.0	['Drama', 'Fantasy']	Terrence Malick	
1522	1390	2004-10-16	Sat			Unclassified 18+	11:00	Mrs Paruzel										
1526	1391	2004-10-16	Sat	http://www.imdb.com/title/tt0298504/		M	11:00	Plots with a View		10918.0	en	2002-10-04	0.0	0.0	94.0	['Comedy', 'Romance']	Nick Hurran	
1530	1392	2004-10-16	Sat				14:00	A Man's Gotta Do		39431.0	en	2004-07-08	0.0	0.0	93.0	['Comedy']	Chris Kennedy	
1531	1393	2004-10-17	Sun	http://www.imdb.com/title/tt0109803/		M	16:00	Fire Dragon		351719.0	zh	1983-09-02	0.0	0.0	74.0	['Action']	Wang Chung-kuang	
1523	1394	2004-10-18	Mon			Unclassified 18+	13:30	Mrs Paruzel										
1527	1395	2004-10-18	Mon	http://www.imdb.com/title/tt0298504/		M	13:30	Plots with a View		10918.0	en	2002-10-04	0.0	0.0	94.0	['Comedy', 'Romance']	Nick Hurran	
1532	1396	2004-10-20	Wed	http://www.imdb.com/title/tt0077309/		PG	21:00	Ceddo		97029.0	en	1977-06-01	0.0	0.0	120.0	['Drama']	Ousmane Sembene	
1533	1397	2004-10-20	Wed	http://www.imdb.com/title/tt0108031/			19:00	Samba Traore		241172.0	bm	1993-03-03	0.0	0.0	85.0	['Drama']	Idrissa Ouedraogo	
1534	1398	2004-10-20	Wed	http://www.imdb.com/title/tt0084120/			19:00	Illusions		161785.0	en	1992-10-14	0.0	0.0	100.0	['Thriller', 'Drama']	Victor Kulle	
1524	1399	2004-10-23	Sat			Unclassified 18+	11:00	Mrs Paruzel										
1528	1400	2004-10-23	Sat	http://www.imdb.com/title/tt0298504/		M	11:00	Plots with a View		10918.0	en	2002-10-04	0.0	0.0	94.0	['Comedy', 'Romance']	Nick Hurran	
1535	1401	2004-10-25	Mon			G	10:00	Stuart Little		10137.0	en	1999-12-17	133000000.0	300135367.0	84.0	['Animation', 'Fantasy', 'Family', 'Comedy']	Rob Minkoff	
1525	1402	2004-10-25	Mon			Unclassified 18+	13:30	Mrs Paruzel										
1529	1403	2004-10-25	Mon	http://www.imdb.com/title/tt0298504/		M	13:30	Plots with a View		10918.0	en	2002-10-04	0.0	0.0	94.0	['Comedy', 'Romance']	Nick Hurran	
1536	1404	2004-10-27	Wed			PG	10:00	The Iron Giant 		10386.0	en	1999-08-06	70000000.0	23159305.0	86.0	['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']	Brad Bird	
1537	1405	2004-10-27	Wed	http://www.imdb.com/title/tt0301421/			21:00	Hotel New York		384375.0	en	1984-09-15	0.0	0.0	53.0	[]	Jackie Raynal	
1538	1406	2004-10-27	Wed	http://www.imdb.com/title/tt0054763/			19:00	The Connection		58227.0	en	1962-10-03	167.0	0.0	110.0	['Drama']	Shirley Clarke	
1541	1407	2004-10-28	Thu	http://www.imdb.com/title/tt0120771/		Unclassified 18+	19:30	El Evangelio de las Maravillas (Divine)		125298.0	en	1998-04-29	0.0	0.0	115.0	[]	Arturo Ripstein	
1542	1408	2004-10-28	Thu			M15+	21:00	Soldier Girls		66638.0	en	1981-09-15	0.0	0.0	87.0	['Documentary', 'Drama']	Joan Churchill	
1544	1409	2004-10-28	Thu			Unclassified 18+	19:00	Land Mines - A Love Story		315908.0	en	2005-01-06	0.0	0.0	73.0	['Documentary']		
1546	1410	2004-10-29	Fri			PG	10:00	James and the Giant Peach		10539.0	en	1996-04-12	38000000.0	28921264.0	79.0	['Adventure', 'Animation', 'Family']	Henry Selick	
1566	1411	2004-10-29	Fri	http://www.imdb.com/title/tt0072271/		R	19:00	The Texas Chainsaw Massacre		9373.0	en	2003-10-17	9500000.0	107071655.0	98.0	['Horror']	Marcus Nispel	
1567	1412	2004-10-30	Sat	http://www.imdb.com/title/tt0329575/		M	11:00	Seabiscuit		4464.0	en		87000000.0	148336445.0	141.0	['Drama', 'History']	Gary Ross	
1571	1413	2004-10-30	Sat 	http://www.imdb.com/title/tt0097673/		PG	21:30	Kitchen Sink		95381.0	en	1989-01-01	0.0	0.0	14.0	['Horror']	Alison Maclean	
1573	1414	2004-10-30	Sat 	http://www.imdb.com/title/tt0385993/		Unclassified 18+	21:30	Rojo Sangre (Blood Red)										
1575	1415	2004-10-30	Sat	http://www.imdb.com/title/tt0304144/		MA	19:30	Harvey		11787.0	en	1950-10-13	0.0	0.0	104.0	['Comedy', 'Drama']	Henry Koster	
1577	1416	2004-10-30	Sat	http://www.imdb.com/title/tt0352526/		Unclassified 18+	19:30	London Voodoo		112460.0	en	2004-02-02	0.0	0.0	90.0	['Horror', 'Thriller']	Robert Pratten	
1579	1417	2004-10-30	Sat	http://www.imdb.com/title/tt0077681/		R	17:15	The Hills Have Eyes		9792.0	en	2006-03-10		69623713.0	107.0	['Horror', 'Thriller']	Alexandre Aja	
1545	1418	2004-10-30	Sat			Unclassified 18+	17:00	Land Mines - A Love Story		315908.0	en	2005-01-06	0.0	0.0	73.0	['Documentary']		
1580	1419	2004-10-31	Sun	http://www.imdb.com/title/tt0077651/		R	19:30	Halloween		948.0	en	1978-10-25	300000.0	70000000.0	91.0	['Horror', 'Thriller']	John Carpenter	
1581	1420	2004-10-31	Sun	http://www.imdb.com/title/tt0259182/		R	17:15	American Nightmare		13546.0	en	2002-01-29	0.0	0.0	91.0	['Crime', 'Horror', 'Thriller']	Jon Keeyes	
1543	1421	2004-10-31	Sun			M15+	15:00	Soldier Girls		66638.0	en	1981-09-15	0.0	0.0	87.0	['Documentary', 'Drama']	Joan Churchill	
1568	1422	2004-11-01	Mon	http://www.imdb.com/title/tt0329575/		M	13:30	Seabiscuit		4464.0	en		87000000.0	148336445.0	141.0	['Drama', 'History']	Gary Ross	
1582	1423	2004-11-01	Mon	http://www.imdb.com/title/tt0366726/		M	19:30	Lost Things		43545.0	en	2003-01-01	0.0		83.0	['Thriller', 'Horror']	Martin Murphy	
1583	1424	2004-11-03	Wed	http://www.imdb.com/title/tt0017350/			21:00	The Scarlet Letter		10533.0	en	1995-10-13	50000000.0	10382407.0	135.0	['Drama', 'History', 'Romance']	Roland Joffé	
1584	1425	2004-11-03	Wed	http://www.imdb.com/title/tt0053976/			19:00	The Virgin Spring		11656.0	sv	1960-02-08	0.0	0.0	89.0	['Crime', 'Drama']	Ingmar Bergman	
1587	1426	2004-11-04	Thu			G	18:30	My Neighbour Totoro		8392.0	ja	1988-04-16	0.0		86.0	['Fantasy', 'Animation', 'Family']	Hayao Miyazaki	
1616	1427	2004-11-04	Thu	http://www.imdb.com/title/tt0068833/		R	21:30	Last House on the Left		18405.0	en	2009-03-13	15000000.0	32721635.0	110.0	['Crime', 'Thriller', 'Horror', 'Drama']	Dennis Iliadis	
1617	1428	2004-11-05	Fri			PG	18:30	Quill		49258.0	ja	2004-03-13	0.0	0.0	100.0	['Drama']	Yôichi Sai	
1618	1429	2004-11-05	Fri	http://www.imdb.com/title/tt0077402/		R	19:00	Dawn of the Dead		924.0	en	2004-03-19	28000000.0	102356381.0	101.0	['Fantasy', 'Horror', 'Action']	Zack Snyder	
1572	1430	2004-11-05	Fri	http://www.imdb.com/title/tt0097673/		PG	21:30	Kitchen Sink		95381.0	en	1989-01-01	0.0	0.0	14.0	['Horror']	Alison Maclean	
1574	1431	2004-11-05	Fri	http://www.imdb.com/title/tt0385993/		Unclassified 18+	21:30	Rojo Sangre (Blood Red)										
1569	1432	2004-11-06	Sat	http://www.imdb.com/title/tt0329575/		M	11:00	Seabiscuit		4464.0	en		87000000.0	148336445.0	141.0	['Drama', 'History']	Gary Ross	
1619	1433	2004-11-06	Sat			M	18:30	The Twilight Samarai										
1620	1434	2004-11-06	Sat	http://www.imdb.com/title/tt0068457/		R	21:30	Dead of Night 		10331.0	en	1968-10-01	114000.0	30000000.0	96.0	['Horror']	George A. Romero	
1621	1435	2004-11-06	Sat	http://www.imdb.com/title/tt0075930/		R	19:30	God Told Me To		31579.0	en	1976-10-31	0.0	0.0	91.0	['Horror', 'Thriller', 'Mystery']	Larry Cohen	
1622	1436	2004-11-06	Sat	http://www.imdb.com/title/tt0071675/		R	17:15	It's Alive		28153.0	en	1974-10-15	0.0	0.0	91.0	['Horror']	Larry Cohen	
1623	1437	2004-11-07	Sun	http://www.imdb.com/title/tt0069895/		M	19:30	The Crazies 		29427.0	en	2010-02-26	20000000.0	54956140.0	101.0	['Mystery', 'Horror', 'Action']	Breck Eisner	
1576	1438	2004-11-07	Sun	http://www.imdb.com/title/tt0304144/		MA	17:15	Harvey		11787.0	en	1950-10-13	0.0	0.0	104.0	['Comedy', 'Drama']	Henry Koster	
1578	1439	2004-11-07	Sun	http://www.imdb.com/title/tt0352526/		Unclassified 18+	17:15	London Voodoo		112460.0	en	2004-02-02	0.0	0.0	90.0	['Horror', 'Thriller']	Robert Pratten	
1570	1440	2004-11-08	Mon	http://www.imdb.com/title/tt0329575/		M	13:30	Seabiscuit		4464.0	en		87000000.0	148336445.0	141.0	['Drama', 'History']	Gary Ross	
1624	1441	2004-11-10	Wed	http://www.imdb.com/title/tt0049931/			21:00	Walk into Paradise		38266.0	en	1957-09-08	0.0	0.0	93.0	['Adventure']	Marcello Pagliero	
1625	1442	2004-11-10	Wed	http://www.imdb.com/title/tt0040153/			19:00	Behind Locked Doors		30015.0	en	1948-09-13	0.0	0.0	62.0	['Drama', 'Horror', 'Crime']	Budd Boetticher	
1626	1443	2004-11-10	Wed	http://www.imdb.com/title/tt0053729/		M	19:00	Comanche Station		1673.0	en	1960-03-01	0.0	0.0	73.0	['Action', 'Western']	Budd Boetticher	
1627	1444	2004-11-13	Sat	http://www.imdb.com/title/tt0301357/		M	11:00	Goodbye Lenin!										
1628	1445	2004-11-15	Mon	http://www.imdb.com/title/tt0301357/		M	13:30	Goodbye Lenin!										
1631	1446	2004-11-17	Wed	http://www.imdb.com/title/tt0057713/combined		PG	21:00	Early Spring		283352.0	pl	1928-12-14	0.0	0.0	0.0	['Drama']	Henryk Szaro	
1632	1447	2004-11-17	Wed	http://www.imdb.com/title/tt0101640/		PG	19:00	Raise the Red Lanter		10404.0	zh	1991-12-20	0.0	0.0	125.0	['Drama']	Zhang Yimou	
1629	1448	2004-11-20	Sat	http://www.imdb.com/title/tt0301357/		M	11:00	Goodbye Lenin!										
1633	1449	2004-11-21	Sun	http://www.imdb.com/title/tt0106544/		M	16:00	Project S		38955.0	cn	1993-10-21	0.0	0.0	104.0	['Action', 'Adventure', 'Crime']	Stanley Tong	
1630	1450	2004-11-22	Mon	http://www.imdb.com/title/tt0301357/		M	13:30	Goodbye Lenin!										
1634	1451	2004-11-24	Wed	http://www.imdb.com/title/tt0047281/			21:00	24 Eyes										
1635	1452	2004-11-24	Wed	http://www.imdb.com/title/tt0048933/			19:00	Street Of Shame		43255.0	ja	1956-03-18	0.0	0.0	87.0	['Drama']	Kenji Mizoguchi	
1636	1453	2004-11-27	Sat	http://www.imdb.com/title/tt0329767/		MA	11:00	Wilbur (Wants to Kill Himself)		156.0	da	2002-11-08	0.0	0.0	111.0	['Comedy', 'Drama', 'Romance']	Lone Scherfig	
1637	1454	2004-11-29	Mon	http://www.imdb.com/title/tt0329767/		MA	13:30	Wilbur (Wants to Kill Himself)		156.0	da	2002-11-08	0.0	0.0	111.0	['Comedy', 'Drama', 'Romance']	Lone Scherfig	
1638	1455	2004-12-04	Sat	http://www.imdb.com/title/tt0329767/		MA	11:00	Wilbur (Wants to Kill Himself)		156.0	da	2002-11-08	0.0	0.0	111.0	['Comedy', 'Drama', 'Romance']	Lone Scherfig	
1639	1456	2004-12-06	Mon	http://www.imdb.com/title/tt0329767/		MA	13:30	Wilbur (Wants to Kill Himself)		156.0	da	2002-11-08	0.0	0.0	111.0	['Comedy', 'Drama', 'Romance']	Lone Scherfig	
1640	1457	2004-12-10	Fri				19:45	film eclectic										
1641	1458	2004-12-14	Tue			M15+	19:30	Comedian		19973.0	en	2002-10-25	0.0	2744253.0	82.0	['Comedy', 'Documentary']	Christian Charles	
1642	1459	2005-01-04	Tue			PG	19:30	deck dogz		26023.0		2005-01-06		0.0	90.0	['Drama', 'Comedy', 'Foreign']	Steve Pasvolsky	
1268	1460	2005-06-02	Wed				19:00	The Woman in the Moon		3007.0	de	1929-10-14	0.0	0.0	170.0	['Drama', 'Comedy', 'Science Fiction', 'Romance']	Fritz Lang	
1270	1461	2005-06-02	Wed				19:00	The Testament of Dr Mabuse		12206.0	de	1933-04-21	0.0	0.0	122.0	['Crime', 'Drama', 'Horror', 'Thriller']	Fritz Lang	
1272	1462	2005-06-09	Wed				19:00	A Face in the Crowd		21849.0	en	1957-10-17	0.0	0.0	125.0	['Drama']	Elia Kazan	
1274	1463	2005-06-09	Wed				19:00	Splendor in the Grass		28569.0		1961-10-10	0.0	0.0	124.0	['Drama', 'Romance']	Elia Kazan	
1643	1464	2005-04-01	Fri		C1GA Cinema 1 General Admit	Unclassified 18+	22:00	Radio On		45945.0	en	1979-11-30	0.0	0.0	104.0	['Drama', 'Thriller', 'Mystery', 'Music', 'Foreign']	Chris Petit	
1644	1465	2005-04-02	Sat		C2GA Cinema 2 General Admit	PG	11:00	A Good Woman		15184.0	en	2004-01-01		0.0	94.0	['Comedy', 'Drama', 'Romance']	Mike Barker	
1649	1466	2005-04-03	Sun		C2GA Cinema 2 General Admit	PG	10:30	The Incredibles		9806.0	en	2004-11-05	92000000.0	631442092.0	115.0	['Action', 'Adventure', 'Animation', 'Family']	Brad Bird	
1650	1467	2005-04-03	Sun		C2GA Cinema 2 General Admit	PG	13:00	The Incredibles		9806.0	en	2004-11-05	92000000.0	631442092.0	115.0	['Action', 'Adventure', 'Animation', 'Family']	Brad Bird	
1651	1468	2005-04-04	Mon		C2GA Cinema 2 General Admit		11:00	Animated Kids' Flicks - Autumn 2005										
1645	1469	2005-04-04	Mon		C2GA Cinema 2 General Admit	PG	13:30	A Good Woman		15184.0	en	2004-01-01		0.0	94.0	['Comedy', 'Drama', 'Romance']	Mike Barker	
1661	1470	2005-04-04	Mon		C1GA Cinema 1 General Admit	PG	13:30	The Iron Giant		10386.0	en	1999-08-06	70000000.0	23159305.0	86.0	['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']	Brad Bird	
1652	1471	2005-04-05	Tue		C2GA Cinema 2 General Admit		11:00	Animated Kids' Flicks - Autumn 2005										
1662	1472	2005-04-05	Tue		C2GA Cinema 2 General Admit	PG	13:30	The Iron Giant		10386.0	en	1999-08-06	70000000.0	23159305.0	86.0	['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']	Brad Bird	
1653	1473	2005-04-06	Wed		C2GA Cinema 2 General Admit		11:00	Animated Kids' Flicks - Autumn 2005										
1663	1474	2005-04-06	Wed		C2GA Cinema 2 General Admit	PG	13:30	The Iron Giant		10386.0	en	1999-08-06	70000000.0	23159305.0	86.0	['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']	Brad Bird	
1654	1475	2005-04-07	Thu		C2GA Cinema 2 General Admit		11:00	Animated Kids' Flicks - Autumn 2005										
